"","N","Cab","Car","Cw","Cm","LAI","lidfa","TypeLidf","tts","tto"
"2",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"3",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"4",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"5",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"6",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"7",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"8",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"9",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"10",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
"11",1.69917762836441,17.344085991499,5.66011060252786,0.0194199964543805,0.00907430251128972,1.78640432800166,2.36824674555101,0,0,30
