The following table was created as response to the SQL query
SELECT sbs_sbsname "SBS name", sbs_sbsnumber "SBS number", m_methodname "general method", snp_singlevalue "single value", snp_samples "sample size", snpsm_specificmethodname "reproduction unit measured", ref_refname "reference", snp_mean "average SNP", snp_maximum "maximum SNP", snp_minimum "minimum SNP", snp_median "median SNP", snp_categoryname "seed number category", snp_replicates "number of replicates", snp_stderror "standard error", snp_stddeviation "standard deviation", cmlv_name "counting method", csub_name "counted subunit", snp_collectiondate "collection date", snp_comment "general comment", or_origrefname "original reference", geo_countryname "country" FROM (SELECT CASE WHEN snp_categoryid IS NULL THEN 'not computable' WHEN snp_categoryid = 1 THEN 'seednumber <= 10' WHEN snp_categoryid = 2 THEN '10 < seednumber <= 100' WHEN snp_categoryid = 3 THEN '100 < seednumber <= 1000' WHEN snp_categoryid = 4 THEN '1000 < seednumber <= 10,000' WHEN snp_categoryid = 5 THEN '10,000 < seednumber <= 100,000' ELSE 'seednumber > 100,000' END AS snp_categoryname, snp_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, snp_median, snp_mean, snp_minimum, snp_maximum, snp_samples, snpsm_specificmethodname, ref_refname, snp_replicates, snp_stderror, snp_stddeviation, cmlv_name, csub_name, snp_collectiondate, snp_comment, or_origrefname, geo_countryname FROM (SELECT CASE WHEN snp_singlevalue IS NULL THEN 0 WHEN snp_singlevalue <= 10 THEN 1 WHEN snp_singlevalue > 10 AND snp_singlevalue <= 100 THEN 2 WHEN snp_singlevalue > 100 AND snp_singlevalue <= 1000 THEN 3 WHEN snp_singlevalue > 1000 AND snp_singlevalue <= 10000 THEN 4 WHEN snp_singlevalue > 10000 AND snp_singlevalue <= 100000 THEN 5 ELSE 6 END AS snp_categoryid, snp_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, snp_median, snp_mean, snp_minimum, snp_maximum, snp_samples, snpsm_specificmethodname, ref_refname, snp_replicates, snp_stderror, snp_stddeviation, cmlv_name, csub_name, snp_collectiondate, snp_comment, or_origrefname, geo_countryname FROM (SELECT case when snp_median is not null then snp_median when snp_mean is not null then snp_mean when snp_minimum is not null and snp_maximum is not null then (snp_minimum + snp_maximum) / 2 when snp_minimum is not null then snp_minimum when snp_maximum is not null then snp_maximum else null end AS snp_singlevalue, sbs_sbsnumber, sbs_sbsname, m_methodname, snp_median, snp_mean, snp_minimum, snp_maximum, snp_samples, snpsm_specificmethodname, ref_refname, snp_replicates, snp_stderror, snp_stddeviation, cmlv_name, csub_name, snp_collectiondate, snp_comment, or_origrefname, geo_countryname FROM (SELECT sbs.sbs_sbsnumber, sbs.sbs_sbsname, snp_m.m_methodname, snp_m.snp_median, snp_m.snp_mean, snp_m.snp_minimum, snp_m.snp_maximum, snp_m.snp_samples, snp_m.snpsm_specificmethodname, snp_m.ref_refname, snp_m.snp_replicates, snp_m.snp_stderror, snp_m.snp_stddeviation, snp_m.cmlv_name, snp_m.csub_name, snp_m.snp_collectiondate, snp_m.snp_comment, snp_m.or_origrefname, snp_m.geo_countryname FROM (SELECT speciesno AS sbs_sbsnumber, fullname AS sbs_sbsname FROM (SELECT fullname, speciesno, familyname, isinledalist from (select fullname, speciesno, family as familyid, isinledalist from taxon where specieslist = 60028) natural join taxonomicfamily)) sbs JOIN (SELECT snp_snpsm.snp_sbsnumber, m.m_methodname, snp_snpsm.snp_median, snp_snpsm.snp_mean, snp_snpsm.snp_minimum, snp_snpsm.snp_maximum, snp_snpsm.snp_samples, snp_snpsm.snpsm_specificmethodname, snp_snpsm.ref_refname, snp_snpsm.snp_replicates, snp_snpsm.snp_stderror, snp_snpsm.snp_stddeviation, snp_snpsm.cmlv_name, snp_snpsm.csub_name, snp_snpsm.snp_collectiondate, snp_snpsm.snp_comment, snp_snpsm.or_origrefname, snp_snpsm.geo_countryname FROM (SELECT snp_r.snp_sbsnumber, snp_r.snp_methodid, snp_r.snp_median, snp_r.snp_mean, snp_r.snp_minimum, snp_r.snp_maximum, snp_r.snp_samples, snpsm.snpsm_specificmethodname, snp_r.ref_refname, snp_r.snp_replicates, snp_r.snp_stderror, snp_r.snp_stddeviation, snp_r.cmlv_name, snp_r.csub_name, snp_r.snp_collectiondate, snp_r.snp_comment, snp_r.or_origrefname, snp_r.geo_countryname FROM (SELECT snp_cmlv.snp_sbsnumber, snp_cmlv.snp_methodid, snp_cmlv.snp_median, snp_cmlv.snp_mean, snp_cmlv.snp_minimum, snp_cmlv.snp_maximum, snp_cmlv.snp_samples, snp_cmlv.snp_specificmethodid, r.ref_refname, snp_cmlv.snp_replicates, snp_cmlv.snp_stderror, snp_cmlv.snp_stddeviation, snp_cmlv.cmlv_name, snp_cmlv.csub_name, snp_cmlv.snp_collectiondate, snp_cmlv.snp_comment, snp_cmlv.or_origrefname, snp_cmlv.geo_countryname FROM (SELECT snp_csub.snp_sbsnumber, snp_csub.snp_methodid, snp_csub.snp_median, snp_csub.snp_mean, snp_csub.snp_minimum, snp_csub.snp_maximum, snp_csub.snp_samples, snp_csub.snp_specificmethodid, snp_csub.snp_referenceid, snp_csub.snp_replicates, snp_csub.snp_stderror, snp_csub.snp_stddeviation, cmlv.cmlv_name, snp_csub.csub_name, snp_csub.snp_collectiondate, snp_csub.snp_comment, snp_csub.or_origrefname, snp_csub.geo_countryname FROM (SELECT snp_orf.snp_sbsnumber, snp_orf.snp_methodid, snp_orf.snp_median, snp_orf.snp_mean, snp_orf.snp_minimum, snp_orf.snp_maximum, snp_orf.snp_samples, snp_orf.snp_specificmethodid, snp_orf.snp_referenceid, snp_orf.snp_replicates, snp_orf.snp_stderror, snp_orf.snp_stddeviation, snp_orf.snp_countingmethodid, csub.csub_name, snp_orf.snp_collectiondate, snp_orf.snp_comment, snp_orf.or_origrefname, snp_orf.geo_countryname FROM (SELECT snp_geo.snp_sbsnumber, snp_geo.snp_methodid, snp_geo.snp_median, snp_geo.snp_mean, snp_geo.snp_minimum, snp_geo.snp_maximum, snp_geo.snp_samples, snp_geo.snp_specificmethodid, snp_geo.snp_referenceid, snp_geo.snp_replicates, snp_geo.snp_stderror, snp_geo.snp_stddeviation, snp_geo.snp_countingmethodid, snp_geo.snp_csuid, snp_geo.snp_collectiondate, snp_geo.snp_comment, orf.or_origrefname, snp_geo.geo_countryname FROM (SELECT snp.snp_sbsnumber, snp.snp_methodid, snp.snp_median, snp.snp_mean, snp.snp_minimum, snp.snp_maximum, snp.snp_samples, snp.snp_specificmethodid, snp.snp_referenceid, snp.snp_replicates, snp.snp_stderror, snp.snp_stddeviation, snp.snp_countingmethodid, snp.snp_csuid, snp.snp_collectiondate, snp.snp_comment, snp.snp_origrefid, geo.geo_countryname FROM (SELECT sbsnumber AS snp_sbsnumber, methodid AS snp_methodid, median AS snp_median, mean AS snp_mean, minimum AS snp_minimum, maximum AS snp_maximum, n AS snp_samples, snpspecificmethodid AS snp_specificmethodid, referenceid AS snp_referenceid, replicates AS snp_replicates, stderror AS snp_stderror, stddeviation AS snp_stddeviation, snpcountingmethodid AS snp_countingmethodid, snpcountedsubunitid AS snp_csuid, collectiondate AS snp_collectiondate, p_comment AS snp_comment, origreferenceid AS snp_origrefid, georefid AS snp_georefid, valid AS snp_valid FROM (SELECT seednumberproductionid, sbsnumber, taxonid, n, replicates, mean, minimum, maximum, median, stddeviation, stderror, collectiondate, p_comment, created_when, updated_when, batchid, snpspecificmethodid, methodid, referenceid, origreferenceid, snpcountingmethodid, snpcountedsubunitid, georefid, valid, validsince, validuntil, ledaid, habitattypeid FROM seednumberproduction natural join taxontosbsassignment WHERE valid IN (-2, 1))) snp LEFT JOIN (SELECT georefid AS geo_georefid, countryname AS geo_countryname FROM (select * from georef_part)) geo ON snp.snp_georefid = geo.geo_georefid) snp_geo LEFT JOIN (SELECT origreferenceid AS or_origrefid, origrefname AS or_origrefname FROM (select referenceid as origreferenceid, refname as origrefname, reftypeid as origreftypeid from reference)) orf ON snp_geo.snp_origrefid = orf.or_origrefid) snp_orf LEFT JOIN (SELECT snpcountedsubunitid AS csub_id, snpcountedsubunitname AS csub_name FROM (SELECT snpcountedsubunitid, snpcountedsubunitname from snpcountedsubunit_lv)) csub ON snp_orf.snp_csuid = csub.csub_id) snp_csub LEFT JOIN (SELECT snpcountingmethodid AS cmlv_id, snpcountingmethodname AS cmlv_name FROM (SELECT snpcountingmethodid, snpcountingmethodname from snpcountingmethod_lv)) cmlv ON snp_csub.snp_countingmethodid = cmlv.cmlv_id) snp_cmlv JOIN (SELECT referenceid AS ref_referenceid, refname AS ref_refname FROM (select referenceid, refname, reftypeid from reference)) r ON snp_cmlv.snp_referenceid = r.ref_referenceid) snp_r JOIN (SELECT snpspecificmethodid AS snpsm_specificmethodid, snpspecificmethodname AS snpsm_specificmethodname FROM (SELECT * FROM snpspecificmethod_lv)) snpsm ON snp_r.snp_specificmethodid = snpsm.snpsm_specificmethodid) snp_snpsm LEFT JOIN (SELECT methodid AS m_methodid, methodname AS m_methodname FROM (select * from method_lv)) m ON snp_snpsm.snp_methodid = m.m_methodid) snp_m ON sbs.sbs_sbsnumber = snp_m.snp_sbsnumber)))) ORDER BY sbs_sbsname
on Tue Mar 10 10:54:45 CET 2009 .

SBS name;SBS number;general method;single value;sample size;reproduction unit measured;reference;average SNP;maximum SNP;minimum SNP;median SNP;seed number category;number of replicates;standard error;standard deviation;counting method;counted subunit;collection date;general comment;original reference;country
Acer campestre;811;estimation;1;1;per single flower inflorescence ;ECOFLORA - database of the ecological flora of the british isles;1;;;;seednumber <= 10;1;;;unknown;unknown;;Subspecies: - Original comment from ECOFLORA (for references to "Source no." refer to this record's original reference): -;Watson, H.(1948): Botanical Notes on Trees of the British Forests, Oliver and Boyd, Edinburgh [];
Acer campestre;811;unknown;3096;;per ramet/tussock or individual plant ;BIOPOP April 2005;3096;;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;General comment: coppice stem in closed stand;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;
Acer platanoides;801;estimation;1;1;per single flower inflorescence ;ECOFLORA - database of the ecological flora of the british isles;1;;;;seednumber <= 10;1;;;unknown;unknown;;Subspecies: - Original comment from ECOFLORA (for references to "Source no." refer to this record's original reference): -;Watson, H.(1948): Botanical Notes on Trees of the British Forests, Oliver and Boyd, Edinburgh [];
Acer pseudoplatanus;803;estimation;1;1;per single flower inflorescence ;ECOFLORA - database of the ecological flora of the british isles;1;;;;seednumber <= 10;1;;;unknown;unknown;;Subspecies: - Original comment from ECOFLORA (for references to "Source no." refer to this record's original reference): -;Watson, H.(1948): Botanical Notes on Trees of the British Forests, Oliver and Boyd, Edinburgh [];
Acer pseudoplatanus;803;unknown;870;;per ramet/tussock or individual plant ;BIOPOP April 2005;870;;;;100 < seednumber <= 1000;;;;unknown;unknown;;General comment: in closed stand;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;UNITED KINGDOM
Acer pseudoplatanus;803;unknown;9350;;per ramet/tussock or individual plant ;BIOPOP April 2005;9350;;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;General comment: isolated tree in garden;Jones, E. W. (1944): Biological flora of the British Isles: Acer L.;
Achillea cartilaginea;4689;actual measurement (following LEDA data standards);12634.5;10;per multiple flower stem;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;15314.1;38334;3707;12634.5;10,000 < seednumber <= 100,000;;;;counting and extrapolation ;multiple flower inflorescence ;2004-09-02 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Achillea collina;3512;laboratory/greenhouse/garden experiment;5110;10;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;5565.2;14610;420;5110;1000 < seednumber <= 10,000;;;;counting and extrapolation ;single flower inflorescence ;2004-10-14 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Achillea erba-rotta s. moschata;6098;actual measurement;200;10;per ramet/tussock or individual plant ;Stöcklin, Jürg(1996): Seed rain, seedling establishment and clonal growth strategies on a glacier foreland [7];;300;100;;100 < seednumber <= 1000;1;;;counting and extrapolation ;multiple flower inflorescence ;;collection period: 1985, maximum in large genets: 10,000;Stöcklin, Jürg(1996): Seed rain, seedling establishment and clonal growth strategies on a glacier foreland [7];SWITZERLAND
Achillea erba-rotta s. moschata;6098;actual measurement;35;10;per multiple flower inflorescence ;Stöcklin, Jürg(1996): Seed rain, seedling establishment and clonal growth strategies on a glacier foreland [7];35;;;;10 < seednumber <= 100;1;1.897;6;counting ;multiple flower inflorescence ;;collection period: 1985;Stöcklin, Jürg(1996): Seed rain, seedling establishment and clonal growth strategies on a glacier foreland [7];SWITZERLAND
Achillea macrophylla;4009;laboratory/greenhouse/garden experiment;2521;4;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;2452.75;3761;1008;2521;1000 < seednumber <= 10,000;;;;counting and extrapolation ;multiple flower inflorescence ;2005-07-25 00:00:00.0;preaggregated value obtained from single record;;GERMANY
Achillea millefolium;3013;estimation (following LEDA data standards);3300;1;per ramet/tussock or individual plant ;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;3300;;;;1000 < seednumber <= 10,000;1;;;unknown;unknown;;;Korsmo, E.(1930): Unkräuter im Ackerbau der Neuzeit. Biologische und praktische Untersuchungen.;Europe
Achillea millefolium;3013;actual measurement (following LEDA data standards);822;15;per multiple flower stem;Source data from University of Groningen, Community and Conservation Ecology Group, NL (Steendam), Corresponding address: R.m.bekker@rug.nl;885.53;1323;508;822;100 < seednumber <= 1000;;;;counting and extrapolation ;multiple flower inflorescence ;2003-09-05 00:00:00.0;preaggregated value obtained from single record;;NETHERLANDS
Achillea millefolium;3013;actual measurement;365;20;per ramet/tussock or individual plant ;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];365;;;;100 < seednumber <= 1000;1;;;unknown;unknown;;exclusion of damaged seeds;Eriksson, Ove(2003): Recruitment and life-history traits of sparse plant species in subalpine grasslands [81];NORWAY
Achillea millefolium;3013;unknown;3330;;per ramet/tussock or individual plant ;BIOPOP April 2005;;3330;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Warwick, S.I. (1982): The biology of Canadian weeds. 52. Achillea millefolium L. S.L.;
Achillea millefolium;3013;actual measurement;190;7;per ramet/tussock or individual plant ;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;190;;;;100 < seednumber <= 1000;1;;;counting ;;;collection period: su. 95/96;Eriksson, Ove(1998): Abundance, distribution and life histories of grassland plants: a comparative study of 81 species [86];SWEDEN
Achillea millefolium;3013;actual measurement;3000;;per ramet/tussock or individual plant ;BIOPOP April 2005;3000;4000;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;;Kästner, A.(2001): Handbuch der Segetalpflanzen Mitteleuropas. Wien [];
Achillea millefolium;3013;actual measurement;10250;;per square meter;BIOPOP April 2005;;10250;;;10,000 < seednumber <= 100,000;;;;unknown;unknown;;General comment: only viable-looking seeds;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;1725;;per square meter;BIOPOP April 2005;;1725;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;General comment: only viable-looking seeds;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;1392;;per square meter;BIOPOP April 2005;;1392;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;General comment: only viable-looking seeds;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;2925;;per ramet/tussock or individual plant ;BIOPOP April 2005;;2925;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;only full developed seeds were counted;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;7200;;per ramet/tussock or individual plant ;BIOPOP April 2005;;7200;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;only full developed seeds were counted;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;695.2;;per ramet/tussock or individual plant ;BIOPOP April 2005;695.2;;;;100 < seednumber <= 1000;;;;unknown;unknown;;only full developed seeds were counted;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;1724;;per ramet/tussock or individual plant ;BIOPOP April 2005;1724;;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;only full developed seeds were counted;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;1047;;per ramet/tussock or individual plant ;BIOPOP April 2005;1047;;;;1000 < seednumber <= 10,000;;;;unknown;unknown;;only full developed seeds were counted;Perttula, K. (1941): Untersuchungen über die generative und vegetative Vermehrung der Blütenpflanzen in der Wald-, Hainwiesen- und Hainfelsenvegetation. Annales academiae scientiarium Fennicae. Ser.A;FINLAND
Achillea millefolium;3013;actual measurement;101882;3;per square meter;Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology Group, DE (Kunzmann), E-Mail: dkunzmann@gmx.de;101882;;;;seednumber > 100,000;1;;75707.86355;counting and weighing ;;;collection period: 1993-1999, method: applied repr. parts incl. flying apparatus were weighed;Sera, Bozena (2004): Number and weight of seeds and reproductive strategies of herbaceous plants [39];CZECH REPUBLIC
